level,text_korean,text_english,source
6,나중에 전화해도 돼요?,Do you mind if I call you later?,Core Grammar Level 6 Lesson 4
6,뭐 하고 있는 중이에요?,What are you in the middle of doing?,Core Grammar Level 6 Lesson 5
6,열쇠를 찾는 중이었어요.,I was in the middle of looking for the key.,Core Grammar Level 6 Lesson 5
6,어차피 다시 올 거예요.,They will come back anyway.,Core Grammar Level 6 Lesson 7
6,여기가 맞는지 잘 모르겠어요.,I'm not sure if this is the right place.,Core Grammar Level 6 Lesson 8
6,뭘 해야 될지 잘 모르겠어요.,I'm not sure what I should do.,Core Grammar Level 6 Lesson 8
6,서울에 온 김에 친구들을 만났어요.,"Since I came to Seoul, I met up with some friends.",Core Grammar Level 6 Lesson 9
6,시작한 김에 제가 끝까지 할게요.,"Since I started it, I'll finish it.",Core Grammar Level 6 Lesson 9
6,일하는 중이어서 전화 못 받으니까 나중에 전화 주세요.,"I am in the middle of working so I cannot take the call, so please give me a call later.",Core Grammar Level 6 Lesson 10
6,"그러니까, 혼자 간다는 말이에요?",You mean you are going there alone?,Core Grammar Level 6 Lesson 11
6,이게 제일 좋다는 말이에요.,What I mean is that this one is the best.,Core Grammar Level 6 Lesson 11
6,"이 단어, 무슨 뜻이에요?",What does this word mean?,Core Grammar Level 6 Lesson 12
6,무슨 말인지 잘 모르겠어요.,I'm not sure what you mean.,Core Grammar Level 6 Lesson 12
6,과로하지 마세요.,Don't work too hard.,Core Grammar Level 6 Lesson 13
6,바람 좀 쐴 겸 밖에 나왔어요.,"I came outside to get some fresh air, among other reasons.",Core Grammar Level 6 Lesson 14
6,"산책도 할 겸, 사진도 찍을 겸, 남산에 갔어요.",I went to Namsan to take a walk and also to take some pictures.,Core Grammar Level 6 Lesson 14
6,사랑이란 무엇일까요?,What is love?,Core Grammar Level 6 Lesson 15
6,진정한 친구란 어려울 때 도와주는 친구예요.,A true friend is a friend who helps you when you are having a hard time.,Core Grammar Level 6 Lesson 15
6,어디로 가시겠어요?,Where would you like to go?,Core Grammar Level 6 Lesson 16
6,혼자 할 수 있겠어요?,Do you think you will be able to do it on your own?,Core Grammar Level 6 Lesson 16
6,제가 지금 좀 바쁘거든요.,"I am a little busy now, so…",Core Grammar Level 6 Lesson 17
6,필요 없거든요!,I do not need it!,Core Grammar Level 6 Lesson 17
6,집에 가거나 친구를 만날 거예요.,I will go home or meet a friend.,Core Grammar Level 6 Lesson 18
6,여기 많이 달라졌어요.,This place has changed a lot.,Core Grammar Level 6 Lesson 19
6,학생 수가 많아졌어요.,The number of students has increased.,Core Grammar Level 6 Lesson 19
6,"내일 다시 오거나, 아니면 다른 사람한테 부탁할게요.",I will either come again tomorrow or ask someone else.,Core Grammar Level 6 Lesson 20
6,문이 닫혔어요.,The door was closed.,Core Grammar Level 6 Lesson 21
6,신발 끈이 풀렸어요.,The shoelaces were untied.,Core Grammar Level 6 Lesson 21
6,안 들려요.,I can't hear it.,Core Grammar Level 6 Lesson 23
6,여기 김밥 돼요?,Can I order gimbap here?,Core Grammar Level 6 Lesson 23
6,가기는 했어요.,I DID go.,Core Grammar Level 6 Lesson 24
6,"좋기는 좋은데, 너무 비싸요.","It IS good, but it's too expensive.",Core Grammar Level 6 Lesson 24
6,제 이름은 발음하기 어려워요.,My name is difficult to pronounce.,Core Grammar Level 6 Lesson 25
6,사용하기 쉬워요.,It's easy to use.,Core Grammar Level 6 Lesson 25
6,사람이 많을 줄 알았어요.,I thought there would be a lot of people.,Core Grammar Level 6 Lesson 26
6,오늘 눈 올 줄 몰랐어요.,I didn't know it would snow today.,Core Grammar Level 6 Lesson 26
6,언제 올 수 있어요?,When can you come?,Core Grammar Level 6 Lesson 27
6,김치 만들 줄 알아요?,Do you know how to make kimchi?,Core Grammar Level 6 Lesson 27
6,사람에 따라 달라요.,It depends on the person.,Core Grammar Level 6 Lesson 28
6,나라마다 달라요.,It's different by country.,Core Grammar Level 6 Lesson 28
6,일할 때 핸드폰 못 봐요.,"When I am working, I can't look at my phone.",Core Grammar Level 6 Lesson 29
6,어떨 때 제일 힘들어요?,When do you usually have the hardest time?,Core Grammar Level 6 Lesson 29
6,제 이름은 발음하기가 어려워서 잊어버리기 쉬워요.,"My name is difficult to pronounce, so it is easy to forget.",Core Grammar Level 6 Lesson 30
7,여기 있었군요.,It was here.,Core Grammar Level 7 Lesson 1
7,벌써 11월이구나.,It's already November!,Core Grammar Level 7 Lesson 1
7,모르는 척하지 말고 빨리 말해 줘요.,Don't pretend you don't know. Just tell me.,Core Grammar Level 7 Lesson 2
7,아는 척하지 마세요.,Don't pretend to know.,Core Grammar Level 7 Lesson 2
7,먹을 만해요?,Does it taste okay?,Core Grammar Level 7 Lesson 3
7,이 책 읽을 만해요?,Is this book worth reading?,Core Grammar Level 7 Lesson 3
7,저처럼 해 보세요.,Try doing it like I do.,Core Grammar Level 7 Lesson 4
7,강아지가 곰처럼 생겼어요.,The puppy looks like a bear.,Core Grammar Level 7 Lesson 4
7,원하는 만큼 다 가져가세요.,Take as much as you want.,Core Grammar Level 7 Lesson 5
7,얼마만큼 필요해요?,How much of it do you need?,Core Grammar Level 7 Lesson 5
7,저한테 말해 봤자 소용없어요.,There is no use in talking to me.,Core Grammar Level 7 Lesson 7
7,울어 봤자 소용없어요.,"Even if you cry, it will not help.",Core Grammar Level 7 Lesson 7
7,비가 오길래 우산을 가져왔어요.,"It was raining, so I brought my umbrella.",Core Grammar Level 7 Lesson 8
7,뭐 했길래 이렇게 지쳤어요?,What did you do to be this tired?,Core Grammar Level 7 Lesson 8
7,일하느라고 못 갔어요.,I couldn't go because I was working.,Core Grammar Level 7 Lesson 9
7,뭐 하느라고 이렇게 늦었어요?,What were you doing to be so late?,Core Grammar Level 7 Lesson 9
7,아이들 울리지 마세요.,Do not make the kids cry.,Core Grammar Level 7 Lesson 11
7,아이 세 명을 키우고 있어요.,I am raising three kids.,Core Grammar Level 7 Lesson 11
7,"그 영화 어제 봤는데, 재미있더라.","I saw that movie yesterday, and it was fun.",Core Grammar Level 7 Lesson 12
7,"윤아한테 물어봤는데, 모르더라.","I asked Yoona, and she did not know.",Core Grammar Level 7 Lesson 12
7,아무리 비싸도 제가 사 줄게요.,"No matter how expensive it is, I will buy it for you.",Core Grammar Level 7 Lesson 14
7,아무리 맛있어도 이제 그만 먹어요.,"No matter how delicious it is, stop eating now.",Core Grammar Level 7 Lesson 14
7,이거 어떻게 하더라?,How do you do this again?,Core Grammar Level 7 Lesson 15
7,그 사람 이름이 뭐였죠?,What was his name again?,Core Grammar Level 7 Lesson 15
7,저는 죄가 없다니까요.,I told you I'm innocent.,Core Grammar Level 7 Lesson 16
7,공부 좀 하라니까요.,I told you to study!,Core Grammar Level 7 Lesson 16
7,여기 정말 유명하대요.,They say this place is really famous.,Core Grammar Level 7 Lesson 17
7,친구가 내일 이사 간대요.,My friend says she is moving tomorrow.,Core Grammar Level 7 Lesson 17
7,여기 위험하다던데요.,I heard that this place is dangerous.,Core Grammar Level 7 Lesson 18
7,혼자 갈 거라던데요.,She said she would go there alone.,Core Grammar Level 7 Lesson 18
7,저한테 어디 가냐고 물어봤어요.,He asked me where I was going.,Core Grammar Level 7 Lesson 19
7,저도 가야 되냐고 물어봐 주세요.,"Please ask them if I have to come along, too.",Core Grammar Level 7 Lesson 19
7,사람이 정말 많더라고요.,There were so many people there.,Core Grammar Level 7 Lesson 20
7,생각보다 어렵더라고요.,I found it more difficult than I had thought.,Core Grammar Level 7 Lesson 20
7,좋다잖아요.,"Come on, they say it's good.",Core Grammar Level 7 Lesson 21
7,지나 씨 지금 바쁘다잖아요.,"Come on, Jina says she's busy now.",Core Grammar Level 7 Lesson 21
7,정식으로 인사 드릴게요.,Let me officially introduce myself.,Core Grammar Level 7 Lesson 22
7,보나 마나예요.,You don't even need to look. The outcome is obvious.,Core Grammar Level 7 Lesson 23
7,하나 마나 똑같아요.,"No matter whether you do it or not, the result is the same.",Core Grammar Level 7 Lesson 23
7,문이 열려 있어요.,The door is open.,Core Grammar Level 7 Lesson 24
7,에어컨이 아직 켜져 있어요.,The air conditioning is still on.,Core Grammar Level 7 Lesson 24
7,재미있게 공부하면 성적도 좋아지게 되어 있어요.,"If you enjoy studying, your grades will naturally improve.",Core Grammar Level 7 Lesson 25
7,책이 얇은 데다가 재밌어서 빨리 읽었어요.,"The book was thin, and in addition, it was interesting, so I finished it quickly.",Core Grammar Level 7 Lesson 26
7,비밀을 지키기만 하면 안전해요.,"As long as you keep the secret, you are safe.",Core Grammar Level 7 Lesson 27
7,살아 있는 한 저는 계속 공부를 할 거예요.,"As long as I'm alive, I will keep studying.",Core Grammar Level 7 Lesson 27
7,아이를 키운다는 건 참 힘든 일이에요.,Raising a child is very hard.,Core Grammar Level 7 Lesson 28
7,장학금을 받는다는 것은 정말 대단한 일이에요.,Receiving a scholarship is truly an amazing achievement.,Core Grammar Level 7 Lesson 28
7,제가 이해할 수 있도록 설명해 주세요.,Please explain so that I can understand.,Core Grammar Level 7 Lesson 29
7,목이 아프도록 노래를 불렀어요.,I sang so much that my throat hurt.,Core Grammar Level 7 Lesson 29
7,이건 계속 연습하기만 하면 잘하게 되어 있어요.,"As long as you keep practicing this, you are bound to get better at it.",Core Grammar Level 7 Lesson 30
8,저 눈 안 높아요.,I am not picky.,Core Grammar Level 8 Lesson 1
8,이 색깔은 너무 눈에 띄는 것 같아요.,This color stands out too much.,Core Grammar Level 8 Lesson 2
8,눈이 부시게 아름다워요.,Your beauty is dazzling.,Core Grammar Level 8 Lesson 2
8,주문하기가 무섭게 음식이 나왔어요.,The food came out as soon as we ordered it.,Core Grammar Level 8 Lesson 3
8,문을 열기가 바쁘게 손님들이 들어왔어요.,"As soon as we opened the door, customers came in.",Core Grammar Level 8 Lesson 3
8,작았던 코트가 헐렁해졌어요.,The coat that used to be small has become loose.,Core Grammar Level 8 Lesson 4
8,이거 누가 먹던 거예요?,Who was eating this?,Core Grammar Level 8 Lesson 4
8,안 그러셔도 괜찮아요.,You do not have to do that.,Core Grammar Level 8 Lesson 5
8,"빨간불이 켜지면, 고장 났다는 뜻이에요.","If the red light turns on, it means it is broken.",Core Grammar Level 8 Lesson 6
8,비가 그쳤으면 좋겠어요.,I hope it stops raining.,Core Grammar Level 8 Lesson 8
8,너무 놀라서 소리를 지를 뻔했어요.,I was so surprised that I almost screamed.,Core Grammar Level 8 Lesson 9
8,중국어 배운 적 있어요?,Have you learned Chinese before?,Core Grammar Level 8 Lesson 9
8,귀를 기울여서 잘 들어 보세요.,Pay close attention to what you hear.,Core Grammar Level 8 Lesson 10
8,그 사람은 귀가 얇아서 설득하기 쉬워요.,"He is easily influenced, so he's easy to persuade.",Core Grammar Level 8 Lesson 10
8,저는 한국어를 혼자서 공부해요.,I study Korean by myself.,Core Grammar Level 8 Lesson 12
8,포스터가 떨어지려고 해요.,The poster is about to fall off.,Core Grammar Level 8 Lesson 15
8,지금 가슴이 너무 뛰어서 말이 안 나와요.,Right now I'm so excited that I can't speak.,Core Grammar Level 8 Lesson 16
8,숙제만 아니면 지금 갈 텐데요.,"If only I didn't have homework, I would go right now.",Core Grammar Level 8 Lesson 17
8,아는 대로 말해 주세요.,Please tell me everything you know.,Core Grammar Level 8 Lesson 18
8,평소에 하던 대로 하세요.,Just do as you usually do.,Core Grammar Level 8 Lesson 18
8,회사를 그만두는 한이 있더라도 할 말은 해야겠어요.,"Even if I end up quitting the job because of this, I have to say what I have to say.",Core Grammar Level 8 Lesson 19
8,아무리 머리를 굴려도 답이 안 나와요.,"No matter how hard I think, I can't come up with a solution.",Core Grammar Level 8 Lesson 21
8,여기 너무 시끄러워서 머리가 멍해요.,It's so noisy that I can't think.,Core Grammar Level 8 Lesson 21
8,좀 더 알아보시는 게 좋을 것 같아요.,I think it will be better for you to research more about this.,Core Grammar Level 8 Lesson 23
8,저는 해야 할 일을 했을 뿐이에요.,I just did what I had to do.,Core Grammar Level 8 Lesson 24
8,분명 뭔가 오해가 있는 것 같아요.,There must be a misunderstanding.,Core Grammar Level 8 Lesson 25
8,처음에는 어색했는데 벌써 몸에 뱄어요.,"It was awkward at first, but now I've gotten used to it.",Core Grammar Level 8 Lesson 26
8,저도 수연 씨처럼 피아노를 잘 쳤으면 좋겠어요.,"I wish I could play piano like you, Suyeon.",Core Grammar Level 8 Lesson 27
8,정부의 노력에도 불구하고 물가가 계속 상승하고 있습니다.,"Despite the government's efforts, prices are continuing to rise.",Core Grammar Level 8 Lesson 28
8,왠지 오늘 좋은 일이 생길 것 같아요.,"For some reason, I think something good will happen today.",Core Grammar Level 8 Lesson 29
9,"아직 일이 손에 익지 않아서, 시간이 오래 걸려요.","I have not become accustomed to the work yet, so it takes me a long time.",Core Grammar Level 9 Lesson 1
9,어제 산 핸드폰을 잃어버렸어요.,I lost the cell phone I bought yesterday.,Core Grammar Level 9 Lesson 2
9,"아빠만 믿고 있었는데, 완전 실망했어요.","I was counting on Dad, but I am totally disappointed.",Core Grammar Level 9 Lesson 3
9,공부를 하다가 잠들고 말았어요.,"I was studying, but then I fell asleep.",Core Grammar Level 9 Lesson 4
9,다칠까 봐 걱정이에요.,I'm worried you might get hurt.,Core Grammar Level 9 Lesson 5
9,이곳에 눈이 너무 많이 와서 발이 묶였어요.,"It snowed too much here, so I am stuck inside.",Core Grammar Level 9 Lesson 6
9,비회원은 글을 못 씁니다.,Non-members may not post here.,Core Grammar Level 9 Lesson 7
9,왜 이렇게 비협조적이에요?,Why are you so uncooperative?,Core Grammar Level 9 Lesson 7
9,제발 부탁이니까 오늘은 늦지 마세요.,I am asking you to please not be late today.,Core Grammar Level 9 Lesson 8
9,그 사람은 학생임이 분명해요.,I am sure that he/she is a student.,Core Grammar Level 9 Lesson 9
9,버스에서 내리다가 폰을 떨어뜨려 버렸어요.,I accidentally dropped my phone while I was getting off the bus.,Core Grammar Level 9 Lesson 10
9,이번에는 정말로 운동을 매일 하기로 마음먹었어요.,I have made up my mind this time to really exercise every day.,Core Grammar Level 9 Lesson 11
9,이 영화는 재미없어 보여요.,This movie looks boring.,Core Grammar Level 9 Lesson 12
9,어렸을 때 더 많이 놀지 않은 게 후회가 돼요.,I regret not having played more when I was little.,Core Grammar Level 9 Lesson 14
9,내일 런던 갈 생각에 기분이 들떴어요.,I'm excited by the thought of going to London tomorrow.,Core Grammar Level 9 Lesson 15
9,아직 뜨거울 테니까 조심하세요.,"It's probably still hot, so be careful.",Core Grammar Level 9 Lesson 16
9,여기까지 온 이상 포기하지 말고 열심히 하세요.,"Since you've come this far, don't give up and keep working hard.",Core Grammar Level 9 Lesson 17
9,나중에 후회할까 봐 걱정돼요.,I'm worried that I might regret it later.,Core Grammar Level 9 Lesson 18
9,앞으로는 자주 연락하고 지내요.,From now on let us stay in touch more often.,Core Grammar Level 9 Lesson 19
9,"제가 몸이 약해 보이지만, 사실은 아주 건강한 편이에요.","I look weak, but in fact, I am quite healthy.",Core Grammar Level 9 Lesson 20
9,생각만 해도 소름이 끼쳐요.,Just thinking about it gives me goosebumps.,Core Grammar Level 9 Lesson 21
9,운전하면서 통화하지 마세요.,Do not talk on the phone while driving.,Core Grammar Level 9 Lesson 23
9,형이 의사라면서요?,I heard your older brother is a doctor?,Core Grammar Level 9 Lesson 24
9,서울역이 어느 쪽이에요?,Which way is Seoul Station?,Core Grammar Level 9 Lesson 25
9,잠깐 시간 좀 내 줄 수 있어요?,Can you make some time for me?,Core Grammar Level 9 Lesson 26
9,시간을 되돌릴 수 있으면 좋겠어요.,I wish I could turn back time.,Core Grammar Level 9 Lesson 26
9,도너츠를 많이 먹었더니 배탈이 났어요.,"I ate a lot of doughnuts, and now I have a stomachache.",Core Grammar Level 9 Lesson 27
9,나중에 후회할 바에는 그냥 안 하는 게 낫겠어요.,"If you're going to regret it later, it would be better to just not do it.",Core Grammar Level 9 Lesson 28
9,어제 경화 씨가 밖에 나가더니 강아지를 데리고 오더라고요.,Kyung-hwa went outside yesterday and then came back with a puppy.,Core Grammar Level 9 Lesson 30
9,어제 공연이 끝나기가 무섭게 사람들이 다 나갔다면서요.,"As soon as the performance was over yesterday, I heard that everyone went outside.",Core Grammar Level 9 Lesson 30
10,어디서 많이 본 얼굴인데 누군지 모르겠어요.,"She looks quite familiar, but I do not know who she is.",Core Grammar Level 10 Lesson 1
10,점심 먹으러 갈래요?,Do you want to go for lunch?,Core Grammar Level 10 Lesson 2
10,저는 피자나 먹을게요.,I'll just eat pizza.,Core Grammar Level 10 Lesson 4
10,내일 다시 만나기로 했어요.,We have decided to meet again tomorrow.,Core Grammar Level 10 Lesson 5
10,요즘 일을 잠깐 쉬고 있어요.,I am not working at the moment.,Core Grammar Level 10 Lesson 6
10,저한테 이 정도는 일도 아니죠.,"For me, this is a piece of cake.",Core Grammar Level 10 Lesson 6
10,비가 오면 집에서 영화를 보거나 책을 읽어요.,"When it rains, I watch a movie or read a book at home.",Core Grammar Level 10 Lesson 7
10,침대에 누운 채로 영화를 봤어요.,I watched a movie while lying on my bed.,Core Grammar Level 10 Lesson 8
10,이거 생각보다 어려운걸요.,It's more difficult than I thought.,Core Grammar Level 10 Lesson 9
10,"요즘 아무리 일이 바쁘다지만, 잠깐은 만날 수 있잖아요.","I know you are really busy these days, but we can meet for just a little bit, can't we?",Core Grammar Level 10 Lesson 10
10,바쁠 텐데 나중에 이야기해요.,You must be busy. Let's talk later.,Core Grammar Level 10 Lesson 11
10,어제 갑자기 눈이 오던데요.,It suddenly snowed yesterday.,Core Grammar Level 10 Lesson 12
10,"5월에 눈이 오다니, 너무 신기하네요.",It is so interesting that it is snowing in May.,Core Grammar Level 10 Lesson 14
10,너는 왜 우니?,Why are you crying?,Core Grammar Level 10 Lesson 15
10,지나가게 비켜 주세요.,Please step aside so that I can pass.,Core Grammar Level 10 Lesson 16
10,어렵다기보다는 시간이 오래 걸려요.,"Rather than being difficult, it is time-consuming.",Core Grammar Level 10 Lesson 17
10,영화가 무섭기는커녕 웃겼어요.,"Far from being scary, the movie was funny.",Core Grammar Level 10 Lesson 18
10,밤을 새워서라도 마무리할게요.,I will finish it even if I have to stay up all night.,Core Grammar Level 10 Lesson 19
10,회의가 곧 시작될 텐데 우리 회의에 늦지 않게 사무실로 돌아갈까요?,"I guess the meeting will start soon, so shall we go back to the office so we are not late?",Core Grammar Level 10 Lesson 20
10,요즘 그 회사에 대해서 말이 많아요.,There is a lot of controversy about that company these days.,Core Grammar Level 10 Lesson 21
10,지금은 정말 상황이 말이 아니에요.,The situation right now is really terrible.,Core Grammar Level 10 Lesson 21
10,나는 커피를 마시며 책 읽는 걸 좋아한다.,I enjoy reading while drinking coffee.,Core Grammar Level 10 Lesson 22
10,일요일이어서인지 사람이 많네요.,"Maybe because it's a Sunday, there are a lot of people.",Core Grammar Level 10 Lesson 23
10,우리도 서둘러야겠어요.,"I guess we should hurry up, too.",Core Grammar Level 10 Lesson 24
10,다 익숙해지기 마련이에요.,Everything is bound to become familiar.,Core Grammar Level 10 Lesson 25
10,세상에 쉬운 일이 하나도 없네요.,There is nothing easy in this world.,Core Grammar Level 10 Lesson 26
10,얼마나 아플까요?,How painful must it be?,Core Grammar Level 10 Lesson 27
10,이게 그렇게 매운가 싶어요.,I wonder if it's that spicy.,Core Grammar Level 10 Lesson 28
10,그런 경우가 없지 않아요.,That does happen from time to time.,Core Grammar Level 10 Lesson 29
10,지나 씨가 얼마나 빨리 퇴근하고 싶었으면 이 일을 이렇게 빨리 끝냈나 싶어요.,Jina must have really wanted to leave work early because she finished this work so fast.,Core Grammar Level 10 Lesson 30
